id,site_id,raised_by_supervisor_id,title,description,priority,deadline_at,status,track_status,latitude,longitude,created_at,updated_at
113,1,1,Chiller Plant Vibration Issue,Chiller in Vepery plant room showing abnormal vibration,MEDIUM,2024-07-08 17:55:02.000000+00,COMPLETED,resolved,13.08472921,80.27095241,2024-06-29 17:55:02.000000+00,2024-07-09 17:55:02.000000+00
114,1,1,Water Pump Motor Repair,Water pump motor in Vepery showing abnormal noise and reduced flow,MEDIUM,2024-07-10 15:56:26.000000+00,COMPLETED,resolved,13.0833184,80.27040256,2024-06-30 15:56:26.000000+00,2024-07-12 15:56:26.000000+00
115,1,1,Security Gate Motor Repair,"Automated gate motor in Vepery entry failed, manual override only",MEDIUM,2024-07-13 12:02:54.000000+00,IN_PROGRESS,active,13.08344585,80.27032007,2024-07-02 12:02:54.000000+00,2025-02-21 12:02:54.000000+00
116,1,1,Toilet Flush Mechanism Repair,"Flush mechanism failure in Vepery restroom, cistern not filling",MEDIUM,2024-07-23 12:17:55.000000+00,COMPLETED,resolved,13.08323068,80.2709408,2024-07-13 12:17:55.000000+00,2024-07-21 12:17:55.000000+00
117,1,1,Water Heater Malfunction,Water heater in Vepery not maintaining temperature,MEDIUM,2024-08-02 10:16:02.000000+00,COMPLETED,resolved,13.08377039,80.27015318,2024-07-24 10:16:02.000000+00,2024-08-01 10:16:02.000000+00
118,1,1,Bathroom Tiles Replacement,Cracked tiles in Vepery restroom need replacement,MEDIUM,2024-07-31 11:45:27.000000+00,COMPLETED,resolved,13.08443951,80.26960064,2024-07-26 11:45:27.000000+00,2024-07-30 11:45:27.000000+00
119,1,1,Roller Shutter Repair Vepery,Roller shutter in Vepery warehouse stuck halfway,HIGH,2024-08-10 11:26:20.000000+00,COMPLETED,resolved,13.08381215,80.27066745,2024-07-27 11:26:20.000000+00,2024-08-12 11:26:20.000000+00
120,1,1,Wall Waterproofing Treatment,Damp patch on Vepery wall needs waterproofing treatment,MEDIUM,2024-08-08 11:13:27.000000+00,COMPLETED,resolved,13.08356757,80.27032771,2024-07-28 11:13:27.000000+00,2024-08-07 11:13:27.000000+00
121,1,1,Painting Touch-up Corridors,"Paint peeling in Vepery main corridor, maintenance needed",MEDIUM,2024-08-09 13:05:52.000000+00,ESCALATED,active,13.08496787,80.27022255,2024-08-02 13:05:52.000000+00,2025-04-10 13:05:52.000000+00
122,1,1,Stairwell Handrail Loose,Handrail in Vepery stairwell loose at wall anchor points,HIGH,2024-08-11 15:29:26.000000+00,COMPLETED,resolved,13.08455684,80.26943768,2024-08-04 15:29:26.000000+00,2024-08-10 15:29:26.000000+00
123,1,1,Conveyor Belt Alignment,Conveyor belt in Vepery production floor tracking off-center,LOW,2024-08-18 15:44:33.000000+00,RESOLVED_PENDING_REVIEW,active,13.08433516,80.27097578,2024-08-13 15:44:33.000000+00,2025-12-02 15:44:33.000000+00
124,1,1,Parking Barrier Malfunction,Boom barrier in Vepery entry not responding to card reader,MEDIUM,2024-09-12 13:48:57.000000+00,COMPLETED,resolved,13.08390014,80.27050355,2024-08-31 13:48:57.000000+00,2024-09-17 13:48:57.000000+00
125,1,1,Wall Waterproofing Treatment,Damp patch on Vepery wall needs waterproofing treatment,MEDIUM,2024-09-09 16:17:49.000000+00,ESCALATED,active,13.08346899,80.2696717,2024-09-01 16:17:49.000000+00,2025-01-26 16:17:49.000000+00
126,1,1,UPS Battery Replacement,UPS in Vepery server room battery capacity degraded,MEDIUM,2024-09-23 16:05:08.000000+00,IN_PROGRESS,active,13.08408522,80.26983155,2024-09-16 16:05:08.000000+00,2025-03-05 16:05:08.000000+00
127,1,1,Wall Waterproofing Treatment,Damp patch on Vepery wall needs waterproofing treatment,LOW,2024-10-02 10:26:24.000000+00,IN_PROGRESS,active,13.08359723,80.26977997,2024-09-19 10:26:24.000000+00,2025-03-19 10:26:24.000000+00
128,1,1,Intercom System Repair,Intercom panel in Vepery lobby unresponsive,MEDIUM,2024-10-15 16:53:26.000000+00,IN_PROGRESS,active,13.08367226,80.27035828,2024-10-07 16:53:26.000000+00,2025-04-25 16:53:26.000000+00
129,1,1,Forklift Hydraulic Leak,"Hydraulic system on Vepery forklift leaking, lift pressure low",LOW,2024-10-24 12:10:53.000000+00,COMPLETED,resolved,13.0832714,80.2699234,2024-10-11 12:10:53.000000+00,2024-10-28 12:10:53.000000+00
130,1,1,Emergency Light Check,Emergency lights in Vepery stairwell not activating on power cut,HIGH,2024-10-27 09:24:20.000000+00,COMPLETED,resolved,13.08350454,80.26916381,2024-10-17 09:24:20.000000+00,2024-10-31 09:24:20.000000+00
131,1,1,Chiller Plant Vibration Issue,Chiller in Vepery plant room showing abnormal vibration,MEDIUM,2024-11-01 08:34:03.000000+00,COMPLETED,resolved,13.08467846,80.27024267,2024-10-18 08:34:03.000000+00,2024-11-02 08:34:03.000000+00
132,1,1,Water Heater Malfunction,Water heater in Vepery not maintaining temperature,MEDIUM,2024-11-06 11:30:42.000000+00,RESOLVED_PENDING_REVIEW,active,13.08492747,80.27043671,2024-10-29 11:30:42.000000+00,2025-09-05 11:30:42.000000+00
133,1,1,Water Heater Malfunction,Water heater in Vepery not maintaining temperature,LOW,2024-12-01 15:10:19.000000+00,COMPLETED,resolved,13.08488294,80.26939666,2024-11-18 15:10:19.000000+00,2024-12-05 15:10:19.000000+00
134,1,1,Power Socket Replacement Vepery,Multiple power sockets in Vepery not functioning,LOW,2024-12-27 13:53:40.000000+00,COMPLETED,resolved,13.08369441,80.26985676,2024-12-14 13:53:40.000000+00,2024-12-25 13:53:40.000000+00
135,1,1,AC Unit Not Cooling Vepery,Central AC in Vepery not maintaining set temperature,MEDIUM,2025-01-22 12:32:41.000000+00,COMPLETED,resolved,13.08441462,80.26987097,2025-01-17 12:32:41.000000+00,2025-01-27 12:32:41.000000+00
136,1,1,UPS Firmware Update,UPS management card in Vepery server room needs firmware update,MEDIUM,2025-02-22 14:41:17.000000+00,IN_PROGRESS,active,13.08466146,80.26917333,2025-02-09 14:41:17.000000+00,2025-06-15 14:41:17.000000+00
137,1,1,Parking Barrier Malfunction,Boom barrier in Vepery entry not responding to card reader,HIGH,2025-02-26 16:15:48.000000+00,RESOLVED_PENDING_REVIEW,active,13.08370965,80.2695167,2025-02-15 16:15:48.000000+00,2025-06-04 16:15:48.000000+00
138,1,1,Air Compressor Servicing,Annual service for air compressor in Vepery workshop,MEDIUM,2025-02-27 11:38:44.000000+00,IN_PROGRESS,active,13.08397716,80.27051633,2025-02-20 11:38:44.000000+00,2025-09-17 11:38:44.000000+00
139,1,1,Welding Machine Breakdown,MIG welder in Vepery workshop not striking arc,HIGH,2025-03-03 14:41:45.000000+00,COMPLETED,resolved,13.08394652,80.27006184,2025-02-24 14:41:45.000000+00,2025-03-06 14:41:45.000000+00
140,1,1,Server Room AC Backup Install,Secondary AC unit needed in Vepery server room for redundancy,HIGH,2025-03-07 12:47:35.000000+00,REOPENED,active,13.0836311,80.27048576,2025-02-27 12:47:35.000000+00,2025-06-06 12:47:35.000000+00
141,1,1,UPS Battery Replacement,UPS in Vepery server room battery capacity degraded,HIGH,2025-03-24 17:44:11.000000+00,COMPLETED,resolved,13.08345497,80.26935888,2025-03-11 17:44:11.000000+00,2025-03-26 17:44:11.000000+00
142,1,1,AC Unit Not Cooling Vepery,Central AC in Vepery not maintaining set temperature,MEDIUM,2025-03-22 08:34:08.000000+00,ESCALATED,active,13.08414813,80.26993879,2025-03-16 08:34:08.000000+00,2025-03-23 08:34:08.000000+00
143,1,1,Exhaust Fan Replacement,"Exhaust fan in Vepery toilet block failed, odour buildup",LOW,2025-03-30 12:11:03.000000+00,ESCALATED,active,13.08330345,80.27062228,2025-03-20 12:11:03.000000+00,2025-04-17 12:11:03.000000+00
144,1,1,Bathroom Tiles Replacement,Cracked tiles in Vepery restroom need replacement,LOW,2025-04-12 17:05:15.000000+00,COMPLETED,resolved,13.08481701,80.26959471,2025-03-30 17:05:15.000000+00,2025-04-17 17:05:15.000000+00
145,1,1,Switch Stack Configuration,Switch stack in Vepery showing intermittent member drops,MEDIUM,2025-04-08 13:27:19.000000+00,COMPLETED,resolved,13.08331411,80.26934763,2025-04-03 13:27:19.000000+00,2025-04-07 13:27:19.000000+00
146,1,1,Parking Barrier Malfunction,Boom barrier in Vepery entry not responding to card reader,HIGH,2025-04-17 09:00:26.000000+00,COMPLETED,resolved,13.08437477,80.27084782,2025-04-10 09:00:26.000000+00,2025-04-16 09:00:26.000000+00
147,1,1,Stairwell Handrail Loose,Handrail in Vepery stairwell loose at wall anchor points,HIGH,2025-04-30 15:40:37.000000+00,COMPLETED,resolved,13.08311928,80.27058526,2025-04-23 15:40:37.000000+00,2025-04-29 15:40:37.000000+00
148,1,1,Exhaust Fan Replacement,"Exhaust fan in Vepery toilet block failed, odour buildup",MEDIUM,2025-05-03 13:52:36.000000+00,COMPLETED,resolved,13.08387552,80.27019607,2025-04-25 13:52:36.000000+00,2025-05-08 13:52:36.000000+00
149,1,1,Fiber Optic Cable Damage,"Fiber cable between Vepery buildings damaged, link down",HIGH,2025-05-10 16:47:20.000000+00,COMPLETED,resolved,13.08452622,80.26935038,2025-04-26 16:47:20.000000+00,2025-05-08 16:47:20.000000+00
150,1,1,AHU Filter Replacement,"Air handling unit filters in Vepery choked, airflow reduced",MEDIUM,2025-05-13 13:28:58.000000+00,COMPLETED,resolved,13.08364212,80.2692092,2025-05-02 13:28:58.000000+00,2025-05-16 13:28:58.000000+00
151,1,1,Roller Shutter Repair Vepery,Roller shutter in Vepery warehouse stuck halfway,MEDIUM,2025-05-15 10:26:44.000000+00,IN_PROGRESS,active,13.0835048,80.26923184,2025-05-03 10:26:44.000000+00,2025-07-23 10:26:44.000000+00
152,1,1,Office Wall Painting,Interior walls in Vepery office due for repainting,LOW,2025-05-14 15:55:32.000000+00,COMPLETED,resolved,13.08451998,80.26940712,2025-05-07 15:55:32.000000+00,2025-05-19 15:55:32.000000+00
153,1,1,Welding Machine Breakdown,MIG welder in Vepery workshop not striking arc,HIGH,2025-06-05 13:59:18.000000+00,COMPLETED,resolved,13.0836215,80.26902735,2025-05-22 13:59:18.000000+00,2025-06-05 13:59:18.000000+00
154,1,1,Cafeteria Sink Clogged,"Kitchen sink in Vepery cafeteria blocked, affecting operations",MEDIUM,2025-06-03 12:14:53.000000+00,COMPLETED,resolved,13.08383098,80.269965,2025-05-28 12:14:53.000000+00,2025-06-05 12:14:53.000000+00
155,1,1,Earthing System Check,Earthing resistance in Vepery measured high during routine test,LOW,2025-06-19 12:29:35.000000+00,COMPLETED,resolved,13.08367975,80.27057543,2025-06-07 12:29:35.000000+00,2025-06-23 12:29:35.000000+00
156,1,1,Window Sealing Work,"Window frames in Vepery showing gaps, rain ingress reported",LOW,2025-06-23 11:00:18.000000+00,IN_PROGRESS,active,13.08452575,80.26975442,2025-06-12 11:00:18.000000+00,2025-11-01 11:00:18.000000+00
157,1,1,Stairwell Handrail Loose,Handrail in Vepery stairwell loose at wall anchor points,HIGH,2025-07-10 17:55:12.000000+00,IN_PROGRESS,active,13.08441046,80.27062282,2025-06-30 17:55:12.000000+00,2025-10-30 17:55:12.000000+00
158,1,1,External Wall Crack Sealing,Hairline cracks in Vepery external wall widening,MEDIUM,2025-07-04 12:42:50.000000+00,IN_PROGRESS,active,13.08366399,80.26920073,2025-06-30 12:42:50.000000+00,2025-11-29 12:42:50.000000+00
159,1,1,Conveyor Belt Alignment,Conveyor belt in Vepery production floor tracking off-center,HIGH,2025-07-19 16:06:33.000000+00,ESCALATED,active,13.08367712,80.27038541,2025-07-05 16:06:33.000000+00,2025-09-11 16:06:33.000000+00
160,1,1,External Wall Crack Sealing,Hairline cracks in Vepery external wall widening,LOW,2025-08-17 14:54:21.000000+00,COMPLETED,resolved,13.08346954,80.2703688,2025-08-03 14:54:21.000000+00,2025-08-16 14:54:21.000000+00
161,1,1,Sewage Pump Failure,"Sewage pump in Vepery not functioning, overflow risk",MEDIUM,2025-08-30 11:14:47.000000+00,RESOLVED_PENDING_REVIEW,active,13.08480685,80.26909198,2025-08-25 11:14:47.000000+00,2025-11-10 11:14:47.000000+00
162,1,1,Compressor Room Ventilation,Inadequate ventilation in Vepery compressor room causing overheating,HIGH,2025-09-05 15:18:22.000000+00,RESOLVED_PENDING_REVIEW,active,13.08421898,80.26976509,2025-08-26 15:18:22.000000+00,2025-09-16 15:18:22.000000+00
163,1,1,WiFi Access Point Replacement,Access point in Vepery floor not broadcasting SSID,MEDIUM,2025-09-04 14:31:58.000000+00,RESOLVED_PENDING_REVIEW,active,13.08479782,80.26993051,2025-08-27 14:31:58.000000+00,2025-08-30 14:31:58.000000+00
164,1,1,Cafeteria Sink Clogged,"Kitchen sink in Vepery cafeteria blocked, affecting operations",LOW,2025-09-19 11:34:10.000000+00,COMPLETED,resolved,13.08391367,80.26960424,2025-09-11 11:34:10.000000+00,2025-09-21 11:34:10.000000+00
165,1,1,Plumbing Valve Repair Vepery,"Gate valve in Vepery not sealing properly, continuous drip",MEDIUM,2025-10-04 18:54:30.000000+00,COMPLETED,resolved,13.08495589,80.27031646,2025-09-21 18:54:30.000000+00,2025-10-02 18:54:30.000000+00
166,1,1,Broken Window Conference Room,Glass cracked in Vepery conference room posing safety hazard,MEDIUM,2025-10-02 11:36:55.000000+00,COMPLETED,resolved,13.08427324,80.27024178,2025-09-24 11:36:55.000000+00,2025-10-03 11:36:55.000000+00
167,1,1,Reception Desk Repair,Reception counter in Vepery lobby showing structural damage,LOW,2025-10-19 14:46:49.000000+00,IN_PROGRESS,active,13.08306673,80.26972972,2025-10-05 14:46:49.000000+00,2025-12-01 14:46:49.000000+00
168,1,1,Compressor Room Ventilation,Inadequate ventilation in Vepery compressor room causing overheating,HIGH,2025-10-27 10:58:18.000000+00,IN_PROGRESS,active,13.08466095,80.26951394,2025-10-15 10:58:18.000000+00,2025-11-19 10:58:18.000000+00
169,1,1,Server Room AC Backup Install,Secondary AC unit needed in Vepery server room for redundancy,HIGH,2025-11-01 15:30:51.000000+00,COMPLETED,resolved,13.08493454,80.27060918,2025-10-27 15:30:51.000000+00,2025-11-05 15:30:51.000000+00
170,1,1,Toilet Flush Mechanism Repair,"Flush mechanism failure in Vepery restroom, cistern not filling",MEDIUM,2025-11-14 12:50:25.000000+00,COMPLETED,resolved,13.08321669,80.26946764,2025-10-31 12:50:25.000000+00,2025-11-17 12:50:25.000000+00
171,1,1,Boiler Pressure Valve Repair,Boiler pressure relief valve in Vepery leaking steam,HIGH,2025-11-26 08:56:35.000000+00,COMPLETED,resolved,13.08323335,80.26909069,2025-11-12 08:56:35.000000+00,2025-11-30 08:56:35.000000+00
172,1,1,Plumbing Valve Repair Vepery,"Gate valve in Vepery not sealing properly, continuous drip",MEDIUM,2025-12-07 09:31:07.000000+00,COMPLETED,resolved,13.08417468,80.2704532,2025-11-28 09:31:07.000000+00,2025-12-11 09:31:07.000000+00
173,1,1,Boundary Wall Crack Repair,Crack in Vepery boundary wall needs sealing and painting,LOW,2025-12-11 16:41:06.000000+00,COMPLETED,resolved,13.08388939,80.26947223,2025-12-03 16:41:06.000000+00,2025-12-16 16:41:06.000000+00
174,1,1,Intercom System Repair,Intercom panel in Vepery lobby unresponsive,HIGH,2025-12-21 11:43:23.000000+00,COMPLETED,resolved,13.08318335,80.26942421,2025-12-13 11:43:23.000000+00,2025-12-26 11:43:23.000000+00
175,1,1,Exterior Painting Needed,"External walls of Vepery faded, repainting required",LOW,2026-01-07 14:01:03.000000+00,ESCALATED,active,13.08341431,80.2694319,2025-12-25 14:01:03.000000+00,2026-01-12 14:01:03.000000+00
176,1,1,Ceiling Fan Speed Control Fix,Fan speed controller in Vepery office unresponsive,MEDIUM,2026-01-12 16:21:49.000000+00,COMPLETED,resolved,13.08321985,80.2707329,2026-01-06 16:21:49.000000+00,2026-01-12 16:21:49.000000+00
177,2,2,Server Room AC Backup Install,Secondary AC unit needed in Ambattur server room for redundancy,MEDIUM,2024-02-06 11:20:42.000000+00,REOPENED,active,13.11318646,80.15219313,2024-01-26 11:20:42.000000+00,2024-04-23 11:20:42.000000+00
178,2,2,Network Switch Failure,Core network switch in Ambattur server room lost connectivity,HIGH,2024-02-16 14:51:08.000000+00,COMPLETED,resolved,13.1149368,80.15320082,2024-02-06 14:51:08.000000+00,2024-02-14 14:51:08.000000+00
179,2,2,Parking Lot Light Repair,Lights not functioning in Ambattur parking Zone,MEDIUM,2024-03-06 11:36:32.000000+00,COMPLETED,resolved,13.11452521,80.1531482,2024-03-01 11:36:32.000000+00,2024-03-05 11:36:32.000000+00
180,2,2,Roof Sheet Replacement,"Roofing sheets in Ambattur shed corroded, replacement needed",MEDIUM,2024-04-16 15:54:35.000000+00,ESCALATED,active,13.1144054,80.15261797,2024-04-02 15:54:35.000000+00,2025-01-07 15:54:35.000000+00
181,2,2,Painting Touch-up Corridors,"Paint peeling in Ambattur main corridor, maintenance needed",HIGH,2024-04-20 11:00:11.000000+00,ESCALATED,active,13.11343027,80.15283966,2024-04-06 11:00:11.000000+00,2025-10-02 11:00:11.000000+00
182,2,2,Wooden Door Frame Repair,"Door frame in Ambattur office warped, door not closing properly",LOW,2024-04-13 11:23:19.000000+00,COMPLETED,resolved,13.11354421,80.15332388,2024-04-07 11:23:19.000000+00,2024-04-12 11:23:19.000000+00
183,2,2,Chiller Plant Vibration Issue,Chiller in Ambattur plant room showing abnormal vibration,HIGH,2024-04-21 12:28:26.000000+00,COMPLETED,resolved,13.11405387,80.15261684,2024-04-16 12:28:26.000000+00,2024-04-26 12:28:26.000000+00
184,2,2,Plumbing Valve Repair Ambattur,"Gate valve in Ambattur not sealing properly, continuous drip",LOW,2024-04-22 11:38:03.000000+00,IN_PROGRESS,active,13.11301546,80.15349403,2024-04-16 11:38:03.000000+00,2024-08-17 11:38:03.000000+00
185,2,2,Stairwell Handrail Loose,Handrail in Ambattur stairwell loose at wall anchor points,HIGH,2024-04-24 10:24:34.000000+00,ESCALATED,active,13.11472422,80.15315152,2024-04-20 10:24:34.000000+00,2024-07-09 10:24:34.000000+00
186,2,2,Roller Shutter Repair Ambattur,Roller shutter in Ambattur warehouse stuck halfway,HIGH,2024-05-11 13:45:40.000000+00,COMPLETED,resolved,13.11317626,80.15368897,2024-05-02 13:45:40.000000+00,2024-05-14 13:45:40.000000+00
187,2,2,Network Switch Failure,Core network switch in Ambattur server room lost connectivity,MEDIUM,2024-07-03 11:37:25.000000+00,IN_PROGRESS,active,13.11315276,80.15326645,2024-06-24 11:37:25.000000+00,2024-12-14 11:37:25.000000+00
188,2,2,Exterior Painting Needed,"External walls of Ambattur faded, repainting required",LOW,2024-08-09 13:12:57.000000+00,IN_PROGRESS,active,13.11351194,80.152347,2024-07-26 13:12:57.000000+00,2024-12-23 13:12:57.000000+00
189,2,2,Water Pump Motor Repair,Water pump motor in Ambattur showing abnormal noise and reduced flow,HIGH,2024-08-30 10:48:41.000000+00,IN_PROGRESS,active,13.11472849,80.15325443,2024-08-17 10:48:41.000000+00,2025-07-14 10:48:41.000000+00
190,2,2,Lift Motor Complete Failure,"Lift in Ambattur completely non-functional, motor seized",HIGH,2024-09-04 10:04:30.000000+00,IN_PROGRESS,active,13.11362082,80.15290383,2024-08-22 10:04:30.000000+00,2024-09-29 10:04:30.000000+00
191,2,2,Garden Irrigation Pipe Burst,Irrigation main line burst in Ambattur garden area,MEDIUM,2024-09-18 09:53:18.000000+00,IN_PROGRESS,active,13.11490846,80.15347784,2024-09-06 09:53:18.000000+00,2025-06-17 09:53:18.000000+00
192,2,2,Intercom System Repair,Intercom panel in Ambattur lobby unresponsive,HIGH,2024-10-13 09:58:51.000000+00,COMPLETED,resolved,13.11462193,80.15367475,2024-10-02 09:58:51.000000+00,2024-10-12 09:58:51.000000+00
193,2,2,Reception Desk Repair,Reception counter in Ambattur lobby showing structural damage,MEDIUM,2024-10-16 18:05:32.000000+00,COMPLETED,resolved,13.1137278,80.15383587,2024-10-05 18:05:32.000000+00,2024-10-16 18:05:32.000000+00
194,2,2,Broken Window Conference Room,Glass cracked in Ambattur conference room posing safety hazard,HIGH,2024-10-24 12:49:21.000000+00,RESOLVED_PENDING_REVIEW,active,13.11470313,80.15392882,2024-10-19 12:49:21.000000+00,2025-10-25 12:49:21.000000+00
195,2,2,Water Heater Malfunction,Water heater in Ambattur not maintaining temperature,LOW,2024-11-09 13:09:21.000000+00,COMPLETED,resolved,13.11419008,80.153876,2024-11-01 13:09:21.000000+00,2024-11-09 13:09:21.000000+00
196,2,2,Exterior Painting Needed,"External walls of Ambattur faded, repainting required",LOW,2024-11-26 11:24:41.000000+00,COMPLETED,resolved,13.11303646,80.15261773,2024-11-12 11:24:41.000000+00,2024-11-29 11:24:41.000000+00
197,2,2,Security Gate Motor Repair,"Automated gate motor in Ambattur entry failed, manual override only",LOW,2024-11-23 17:21:49.000000+00,IN_PROGRESS,active,13.11320228,80.15354175,2024-11-17 17:21:49.000000+00,2025-12-26 17:21:49.000000+00
198,2,2,Garden Irrigation Pipe Burst,Irrigation main line burst in Ambattur garden area,MEDIUM,2024-12-04 15:56:33.000000+00,COMPLETED,resolved,13.11336169,80.15338569,2024-11-21 15:56:33.000000+00,2024-12-04 15:56:33.000000+00
199,2,2,Floor Tile Replacement Lobby,"Floor tiles in Ambattur lobby cracked, tripping hazard",MEDIUM,2024-12-07 13:57:10.000000+00,COMPLETED,resolved,13.11450478,80.1535676,2024-11-23 13:57:10.000000+00,2024-12-09 13:57:10.000000+00
200,2,2,Roof Sheet Replacement,"Roofing sheets in Ambattur shed corroded, replacement needed",LOW,2024-12-01 11:15:19.000000+00,COMPLETED,resolved,13.11392336,80.15256354,2024-11-24 11:15:19.000000+00,2024-12-06 11:15:19.000000+00
201,2,2,UPS Battery Replacement,UPS in Ambattur server room battery capacity degraded,LOW,2024-12-07 12:33:26.000000+00,COMPLETED,resolved,13.1144228,80.15303182,2024-12-03 12:33:26.000000+00,2024-12-06 12:33:26.000000+00
202,2,2,Distribution Board Humming,"DB in Ambattur emitting abnormal humming, possible loose connection",LOW,2024-12-13 10:05:48.000000+00,ESCALATED,active,13.11463341,80.15376926,2024-12-07 10:05:48.000000+00,2025-03-31 10:05:48.000000+00
203,2,2,Crane Wire Rope Inspection,Wire rope on Ambattur overhead crane showing strand separation,HIGH,2024-12-14 17:26:03.000000+00,IN_PROGRESS,active,13.11486165,80.15367835,2024-12-09 17:26:03.000000+00,2025-05-22 17:26:03.000000+00
204,2,2,Electrical Panel Fault Ambattur,Panel in Ambattur showing intermittent failures and tripping breakers,LOW,2025-01-29 14:50:09.000000+00,COMPLETED,resolved,13.1142307,80.15381171,2025-01-18 14:50:09.000000+00,2025-02-03 14:50:09.000000+00
